
10,2,154
20,5,164
30,9,136
40,16,90
50,28,48
60,38,40
70,46,34
80,55,41
90,66,29
100,74,33
110,81,24
120,95,28
130,102,24
140,105,20
150,114,23
160,113,23
170,116,26
180,117,24
190,117,24
200,124,26
210,121,21
220,122,21
230,119,22
240,117,15
250,123,18
260,119,21
270,114,25
280,123,26
290,119,19
300,122,18
310,122,23
320,118,22
330,115,23
340,118,24
350,118,17
360,111,23
370,115,18
380,118,22
390,121,27
400,121,20
410,120,14
420,117,21
430,116,23
440,111,19
450,120,14
460,116,30
470,121,11
480,124,22
490,126,18
500,128,19
510,123,18
520,127,27
530,126,20
540,129,18
550,133,11
560,136,19
570,133,22
580,125,17
590,125,18
600,125,19
610,125,23
620,121,23
630,125,24
640,123,21
650,120,19
660,118,18
670,108,24
680,104,21
690,108,16
700,119,18
710,117,28
720,122,21
730,129,29
740,126,12
750,125,16
760,133,16
770,135,18
780,130,21
790,132,18
800,123,23
810,123,26
820,127,20
830,120,18
840,117,23
850,117,16
860,123,18
870,132,21
880,127,20
890,128,19
900,140,16
910,141,18
920,133,20
930,140,11
940,142,15
950,141,10
960,131,16
970,132,16
980,132,13
990,130,18
1000,129,18
1010,122,22
1020,122,22
1030,127,19
1040,132,15
1050,128,23
1060,123,15
1070,127,15
1080,127,14
1090,127,14
1100,125,18
1110,125,24
1120,132,12
1130,127,18
1140,127,16
1150,133,14
1160,141,14
1170,138,17
1180,139,12
1190,134,17
1200,134,13
1210,127,17
1220,126,18
1230,125,17
1240,124,14
1250,128,28
1260,129,16
1270,129,17
1280,133,16
1290,130,19
1300,130,9
1310,139,17
1320,142,15
1330,139,13
1340,136,22
1350,133,17
1360,127,15
1370,125,19
1380,120,20
1390,126,19
1400,134,17
1410,127,16
1420,132,19
1430,135,16
1440,135,24
1450,133,17
1460,131,13
1470,128,17
1480,127,11
1490,125,20
1500,129,12
1510,131,19
1520,134,17
1530,136,13
1540,126,15
1550,132,24
1560,133,15
1570,132,14
1580,134,20
1590,134,15
1600,139,10
1610,135,14
1620,142,13
1630,137,19
1640,134,15
1650,135,15
1660,137,18
1670,134,22
1680,134,12
1690,133,19
1700,130,11
1710,140,18
1720,139,19
1730,140,12
1740,136,18
1750,135,20
1760,140,15
1770,132,18
1780,128,16
1790,131,18
1800,135,11
1810,133,24
1820,131,19
1830,128,17
1840,129,20
1850,130,22
1860,132,19
1870,128,17
1880,134,16
1890,132,18
1900,130,18
1910,125,20
1920,125,10
1930,127,17
1940,127,17
1950,127,15
1960,119,24
1970,123,21
1980,125,23
1990,133,19
2000,132,18
2010,133,16
2020,121,20
2030,129,11
2040,125,15
2050,121,19
2060,123,18
2070,124,17
2080,121,18
2090,119,17
2100,123,15
2110,126,22
2120,128,11
2130,122,17
2140,128,17
2150,125,14
2160,136,18
2170,137,13
2180,132,20
2190,129,13
2200,123,21
2210,122,18
2220,136,15
2230,128,19
2240,126,22
2250,133,14
2260,138,15
2270,127,11
2280,137,17
2290,135,11
2300,136,11
2310,138,14
2320,134,11
2330,129,19
2340,134,15
2350,128,20
2360,132,16
2370,127,15
2380,123,24
2390,125,17
2400,135,16
2410,133,10
2420,130,16
2430,128,13
2440,129,16
2450,128,19
2460,130,19
2470,130,18
2480,134,22
2490,138,8
2500,130,19
2510,131,15
2520,130,11
2530,124,23
2540,125,22
2550,127,14
2560,125,15
2570,130,14
2580,129,18
2590,126,19
2600,127,22
2610,120,15
2620,126,20
2630,132,15
2640,134,14
2650,132,18
2660,129,13
2670,135,9
2680,130,21
2690,125,14
2700,129,20
2710,128,16
2720,118,20
2730,129,21
2740,123,11
2750,127,19
2760,123,21
2770,123,21
2780,122,9
2790,126,21
2800,133,19
2810,132,14
2820,128,23
2830,121,25
2840,121,12
2850,131,20
2860,129,13
2870,129,15
2880,128,16
2890,126,21
2900,123,20
2910,125,22
2920,121,18
2930,120,30
2940,115,17
2950,114,24
2960,119,14
2970,115,27
2980,122,18
2990,115,17
3000,116,13
3010,120,18
3020,125,13
3030,118,13
3040,115,12
3050,105,17
3060,109,23
3070,112,10
3080,112,21
3090,113,21
3100,112,19
3110,111,19
3120,116,17
3130,109,13
3140,109,13
3150,113,20
3160,106,25
3170,109,20
3180,114,15
3190,115,23
3200,116,17
3210,119,26
3220,116,13
3230,124,20
3240,122,16
3250,121,16
3260,129,13
3270,118,18
3280,123,8
3290,115,22
3300,114,17
3310,106,22
3320,106,19
3330,111,17
3340,110,16
3350,102,23
3360,101,17
3370,100,21
3380,99,18
3390,99,13
3400,96,15
3410,100,20
3420,108,17
3430,112,9
3440,112,30
3450,109,18
3460,103,23
3470,107,25
3480,109,21
3490,114,12
3500,110,22
3510,105,17
3520,105,23
3530,109,23
3540,108,19
3550,112,12
3560,117,12
3570,110,20
3580,107,28
3590,107,19
3600,106,11
3610,109,18
3620,107,25
3630,114,23
3640,107,20
3650,108,18
3660,108,13
3670,104,20
3680,108,14
3690,104,22
3700,106,15
3710,105,16
3720,99,22
3730,103,16
3740,100,23
3750,99,20
3760,100,16
3770,100,24
3780,98,23
3790,97,23
3800,89,21
3810,95,31
3820,94,17
3830,91,14
3840,90,25
3850,90,24
3860,95,14
3870,90,20
3880,91,23
3890,92,25
3900,89,23
3910,88,28
3920,88,18
3930,84,21
3940,83,20
3950,82,16
3960,80,18
3970,84,26
3980,90,18
3990,87,20
4000,84,18
4010,87,16
4020,88,24
4030,91,18
4040,84,25
4050,92,17
4060,87,16
4070,87,18
4080,85,22
4090,85,21
4100,88,25
4110,91,20
4120,88,24
4130,85,27
4140,84,25
4150,91,22
4160,89,23
4170,81,24
4180,79,25
4190,81,26
4200,80,17
4210,79,20
4220,75,22
4230,80,21
4240,80,24
4250,80,23
4260,79,23
4270,80,20
4280,81,17
4290,79,29
4300,72,27
4310,71,27
4320,68,21
4330,69,28
4340,72,25
4350,75,28
4360,74,26
4370,70,31
4380,71,23
4390,69,33
4400,72,20
4410,70,24
4420,67,27
4430,71,21
4440,72,13
4450,73,29
4460,72,22
4470,65,30
4480,67,33
4490,62,32
4500,66,29
4510,66,25
4520,64,29
4530,68,35
4540,69,33
4550,65,30
4560,68,27
4570,63,27
4580,66,33
4590,65,23
4600,62,36
4610,64,29
4620,69,21
4630,62,41
4640,57,26
4650,56,45
4660,56,38
4670,60,30
4680,63,33
4690,63,37
4700,60,28
4710,61,31
4720,62,35
4730,55,33
4740,56,35
4750,54,37
4760,55,36
4770,59,31
4780,59,32
4790,61,34
4800,61,30
4810,57,29
4820,57,27
4830,56,32
4840,56,34
4850,55,34
4860,56,39
4870,53,36
4880,55,38
4890,55,37
4900,55,33
4910,56,39
4920,57,43
4930,56,37
4940,56,44
4950,51,39
4960,52,39
4970,53,41
4980,50,47
4990,47,31
5000,46,38
5010,46,37
5020,48,45
5030,48,39
5040,49,43
5050,49,38
5060,54,35
5070,55,41
5080,59,29
5090,58,35
5100,55,38
5110,54,36
5120,51,46
5130,50,53
5140,47,40
5150,47,44
5160,48,44
5170,50,47
5180,48,52
5190,49,31
5200,48,43
5210,52,39
5220,49,50
5230,49,36
5240,48,42
5250,49,40
5260,50,36
5270,53,45
5280,52,41
5290,51,47
5300,50,57
5310,52,41
5320,50,47
5330,55,39
5340,53,44
5350,49,39
5360,51,48
5370,52,41
5380,47,55
5390,48,47
5400,46,54
5410,50,39
5420,48,52
5430,51,50
5440,55,30
5450,53,41
5460,51,52
5470,48,48
5480,49,42
5490,50,52
5500,50,56
5510,52,43
5520,50,52
5530,51,45
5540,50,36
5550,50,46
5560,48,46
5570,50,48
5580,51,45
5590,52,38
5600,50,52
5610,48,55
5620,48,50
5630,48,41
5640,47,43
5650,48,61
5660,48,44
5670,45,46
5680,48,53
5690,46,60
5700,45,61
5710,44,51
5720,44,56
5730,36,46
5740,39,61
5750,40,61
5760,40,58
5770,37,55
5780,38,59
5790,38,50
5800,41,57
5810,40,42
5820,41,50
5830,47,56
5840,48,50
5850,50,45
5860,58,42
5870,52,53
5880,48,41
5890,50,44
5900,50,51
5910,50,60
5920,49,39
5930,50,56
5940,55,38
5950,52,59
5960,53,53
5970,52,47
5980,50,45
5990,50,49
6000,48,46
6010,49,58
6020,48,62
6030,52,57
6040,51,53
6050,52,43
6060,50,57
6070,48,56
6080,48,57
6090,47,62
6100,49,48
6110,50,53
6120,49,57
6130,47,57
6140,48,62
6150,47,52
6160,46,59
6170,49,59
6180,47,60
6190,46,69
6200,44,71
6210,42,55
6220,42,55
6230,45,55
6240,41,76
6250,44,63
6260,47,64
6270,49,49
6280,48,59
6290,53,60
6300,50,69
6310,48,65
6320,51,53
6330,53,52
6340,54,58
6350,53,49
6360,52,50
6370,55,54
6380,55,53
6390,54,61
6400,53,59
6410,49,56
6420,49,58
6430,51,55
6440,50,70
6450,46,63
6460,47,65
6470,46,60
6480,50,54
6490,56,43
6500,55,60
6510,56,58
6520,56,53
6530,61,49
6540,60,61
6550,60,62
6560,57,58
6570,54,53
6580,55,57
6590,54,58
6600,54,56
6610,54,56
6620,53,49
6630,54,51
6640,58,47
6650,63,55
6660,63,53
6670,61,58
6680,61,52
6690,59,46
6700,57,56
6710,53,60
6720,50,65
6730,51,64
6740,55,61
6750,51,57
6760,52,59
6770,50,55
6780,51,59
6790,52,67
6800,51,71
6810,52,64
6820,52,61
6830,47,62
6840,47,61
6850,41,70
6860,44,59
6870,38,64
6880,40,69
6890,41,68
6900,46,56
6910,45,59
6920,45,63
6930,44,74
6940,46,65
6950,49,55
6960,47,76
6970,46,70
6980,46,62
6990,44,68
7000,40,69
7010,38,78
7020,40,68
7030,34,76
7040,33,74
7050,32,77
7060,32,82
7070,32,78
7080,30,76
7090,30,84
7100,30,70
7110,31,66
7120,34,67
7130,33,67
7140,35,66
7150,38,71
7160,39,64
7170,40,75
7180,42,73
7190,40,74
7200,35,76
7210,36,71
7220,38,78
7230,35,81
7240,33,79
7250,33,74
7260,33,76
7270,32,73
7280,32,79
7290,33,80
7300,30,83
7310,31,74
7320,27,75
7330,26,77
7340,29,75
7350,31,72
7360,31,78
7370,34,74
7380,33,78
7390,35,75
7400,35,72
7410,36,62
7420,40,73
7430,40,64
7440,39,71
7450,41,67
7460,40,63
7470,43,77
7480,44,75
7490,43,66
7500,50,61
7510,51,51
7520,53,58
7530,52,59
7540,52,63
7550,53,65
7560,53,69
7570,52,64
7580,46,66
7590,46,65
7600,42,69
7610,39,81
7620,36,71
7630,35,72
7640,32,67
7650,36,80
7660,33,69
7670,30,72
7680,31,82
7690,33,65
7700,34,71
7710,34,77
7720,39,63
7730,39,78
7740,39,81
7750,40,77
7760,37,77
7770,38,78
7780,39,74
7790,33,76
7800,31,81
7810,33,75
7820,35,79
7830,35,71
7840,40,71
7850,39,70
7860,36,71
7870,33,76
7880,33,75
7890,36,74
7900,42,62
7910,37,71
7920,37,78
7930,38,67
7940,37,62
7950,40,80
7960,37,81
7970,34,76
7980,30,85
7990,29,84
8000,30,68
8010,31,70
8020,32,78
8030,32,78
8040,29,84
8050,27,89
8060,23,88
8070,21,82
8080,23,84
8090,23,91
8100,24,80
8110,25,78
8120,26,83
8130,26,86
8140,22,80
8150,23,79
8160,21,88
8170,20,83
8180,20,91
8190,21,92
8200,20,90
8210,24,77
8220,25,86
8230,25,80
8240,26,78
8250,27,91
8260,25,89
8270,24,88
8280,25,82
8290,20,90
8300,20,88
8310,19,85
8320,18,80
8330,17,83
8340,17,89
8350,17,86
8360,21,88
8370,19,90
8380,21,89
8390,22,83
8400,23,77
8410,26,75
8420,26,76
8430,28,77
8440,28,71
8450,30,81
8460,28,79
8470,29,74
8480,27,80
8490,29,74
8500,32,71
8510,32,75
8520,34,69
8530,36,71
8540,36,64
8550,41,65
8560,44,67
8570,49,69
8580,47,72
8590,44,67
8600,44,78
8610,46,72
8620,47,69
8630,47,63
8640,48,55
8650,50,65
8660,48,65
8670,52,60
8680,49,67
8690,50,66
8700,51,61
8710,52,59
8720,49,60
8730,50,65
8740,52,74
8750,55,59
8760,54,61
8770,50,57
8780,47,71
8790,47,67
8800,45,71
8810,41,67
8820,41,68
8830,45,74
8840,46,66
8850,42,80
8860,45,68
8870,45,77
8880,40,68
8890,35,78
8900,36,72
8910,35,63
8920,34,70
8930,38,71
8940,38,79
8950,37,74
8960,34,69
8970,36,73
8980,38,76
8990,38,68
9000,35,73
9010,34,68
9020,34,80
9030,36,70
9040,38,69
9050,40,73
9060,40,71
9070,43,68
9080,40,79
9090,38,61
9100,39,80
9110,44,67
9120,41,74
9130,41,70
9140,41,70
9150,38,70
9160,43,66
9170,44,60
9180,47,64
9190,45,68
9200,48,53
9210,50,56
9220,53,65
9230,57,49
10,0,81
10,1,94
20,1,103
30,1,112
40,1,99
50,0,103
10,1,170
20,1,173
30,1,143
10,1,113
20,1,137
30,1,137
10,1,80
20,1,99
30,2,96
40,2,97
50,3,94
60,5,93
70,5,89
80,6,95
90,7,90
100,10,86
110,11,87
120,15,84
130,16,85
140,22,70
150,26,66
160,30,68
170,38,58
180,40,55
190,48,50
200,54,46
210,63,47
220,75,43
10,1,116
20,1,134
30,2,135
40,2,133
50,3,128
60,3,130
10,1,168
10,2,139
20,5,137
10,2,139
20,5,130
30,14,87
40,24,43
50,31,47
60,44,36
70,54,26
80,65,26
90,79,18
10,1,113
20,1,133
30,2,128
40,2,129
50,3,125
60,5,123
70,6,117
80,6,116
90,7,113
10,1,171
20,1,194
30,1,193
40,2,190
50,2,191
60,2,191
70,2,191
10,1,168
20,2,188
30,4,182
40,4,182
50,5,174
60,5,164
70,7,160
80,8,154
90,8,146
100,9,138
110,11,132
120,12,124
130,14,113
140,22,91
150,25,90
160,28,79
170,33,75
180,42,67
190,42,73
200,52,54
210,58,54
220,60,61
230,65,51
240,77,52
250,80,41
260,79,55
270,77,53
280,77,52
290,78,49
300,88,49
310,91,50
320,94,44
330,89,44
340,81,53
350,90,48
360,88,52
370,88,47
380,86,56
390,92,48
400,88,58
410,89,57
420,87,49
430,89,41
440,89,41
450,88,53
460,95,40
470,96,33
480,91,45
490,91,51
500,92,40
510,96,45
520,98,42
530,101,45
540,104,47
550,109,46
